Gospel	ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Implicit GRC	Implicit LA	Utterance GRC	Utterance LA	Polarity GRC	Polarity LA	SoA	Dinamicity	Control	Ambiguous modal reading	Modal type	Notional domain	Subtype / degree	Inevitability / prospective	Function	Synoptic
 luke	lk09_22	b.LUK.9.22	δεῖ	oportet	εἰπὼν ὅτι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι .	dicens quia oportet Filium hominis multa pati et reprobari a senioribus et principibus sacerdotum et scribis et occidi et tertia die resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		sb
 luke	lk09_22	b.LUK.9.22	δεῖ	oportet	εἰπὼν ὅτι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι .	dicens quia oportet Filium hominis multa pati et reprobari a senioribus et principibus sacerdotum et scribis et occidi et tertia die resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	inevitability		sb
 luke	lk09_22	b.LUK.9.22	δεῖ	oportet	εἰπὼν ὅτι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι .	dicens quia oportet Filium hominis multa pati et reprobari a senioribus et principibus sacerdotum et scribis et occidi et tertia die resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	inevitability		sb
 luke	lk09_22	b.LUK.9.22	δεῖ	oportet	εἰπὼν ὅτι δεῖ τὸν υἱὸν τοῦ ἀνθρώπου πολλὰ παθεῖν καὶ ἀποδοκιμασθῆναι ἀπὸ τῶν πρεσβυτέρων καὶ ἀρχιερέων καὶ γραμματέων καὶ ἀποκτανθῆναι καὶ τῇ τρίτῃ ἡμέρᾳ ἐγερθῆναι .	dicens quia oportet Filium hominis multa pati et reprobari a senioribus et principibus sacerdotum et scribis et occidi et tertia die resurgere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		sb
 luke	lk09_23	b.LUK.9.23	θέλω	volo	Ἔλεγεν δὲ πρὸς πάντας· εἴ τις θέλει ὀπίσω μου ἔρχεσθαι , ἀρνησάσθω ἑαυτὸν καὶ ἀράτω τὸν σταυρὸν αὐτοῦ καθ’ ἡμέραν καὶ ἀκολουθείτω μοι.	dicebat autem ad omnes si quis vult post me venire abneget se ipsum et tollat crucem suam cotidie et sequatur me	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s13
 luke	lk09_24	b.LUK.9.24	θέλω	volo	ὃς γὰρ ἂν θέλῃ τὴν ψυχὴν αὐτοῦ σῶσαι ἀπολέσει αὐτήν· ὃς δ’ ἂν ἀπολέσῃ τὴν ψυχὴν αὐτοῦ ἕνεκεν ἐμοῦ οὗτος σώσει αὐτήν.	qui enim voluerit animam suam salvam facere perdet illam nam qui perdiderit animam suam propter me salvam faciet illam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	false	deontic	volition				s08
 luke	lk09_31	b.LUK.9.31	μέλλω	turus est	οἳ ὀφθέντες ἐν δόξῃ ἔλεγον τὴν ἔξοδον αὐτοῦ, ἣν ἤμελλεν πληροῦν ἐν Ἰερουσαλήμ .	visi in maiestate et dicebant excessum eius quem conple turus erat in Hierusalem	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		
 luke	lk09_44	b.LUK.9.44	μέλλω	turus est	θέσθε ὑμεῖς εἰς τὰ ὦτα ὑμῶν τοὺς λόγους τούτους· ὁ γὰρ υἱὸς τοῦ ἀνθρώπου μέλλει παραδίδοσθαι εἰς χεῖρας ἀνθρώπων .	stupebant autem omnes in magnitudine Dei omnibusque mirantibus in omnibus quae faciebat dixit ad discipulos suos ponite vos in cordibus vestris sermones istos Filius enim hominis fu turum est ut tradatur in manus hominum	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	false	false	dynamic	necessity	situational	inevitability		stheta
 luke	lk09_54	b.LUK.9.54	θέλω	volo	ἰδόντες δὲ οἱ μαθηταὶ Ἰάκωβος καὶ Ἰωάννης εἶπαν· κύριε, θέλεις εἴπωμεν πῦρ καταβῆναι ἀπὸ τοῦ οὐρανοῦ καὶ ἀναλῶσαι αὐτούς ;	cum vidissent autem discipuli eius Iacobus et Iohannes dixerunt Domine vis dicimus ut ignis descendat de caelo et consumat illos	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 luke	lk10_19	b.LUK.10.19	ἐξουσία	potestas	ἰδοὺ δέδωκα ὑμῖν τὴν ἐξουσίαν τοῦ πατεῖν ἐπάνω ὄφεων καὶ σκορπίων , καὶ ἐπὶ πᾶσαν τὴν δύναμιν τοῦ ἐχθροῦ, καὶ οὐδὲν ὑμᾶς οὐ μὴ ἀδικήσῃ.	ecce dedi vobis potestatem calcandi supra serpentes et scorpiones et supra omnem virtutem inimici et nihil vobis nocebit	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed			
 luke	lk10_22	b.LUK.10.22	βούλομαι	volo	πάντα μοι παρεδόθη ὑπὸ τοῦ πατρός μου, καὶ οὐδεὶς γινώσκει τίς ἐστιν ὁ υἱὸς εἰ μὴ ὁ πατήρ, καὶ τίς ἐστιν ὁ πατὴρ εἰ μὴ ὁ υἱὸς καὶ ᾧ ἐὰν βούληται ὁ υἱὸς ἀποκαλύψαι .	omnia mihi tradita sunt a Patre meo et nemo scit qui sit Filius nisi Pater et qui sit Pater nisi Filius et cui voluerit Filius revelare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s10
 luke	lk10_24	b.LUK.10.24	θέλω	volo	λέγω γὰρ ὑμῖν ὅτι πολλοὶ προφῆται καὶ βασιλεῖς ἠθέλησαν ἰδεῖν ἃ ὑμεῖς βλέπετε καὶ οὐκ εἶδαν, καὶ ἀκοῦσαι ἃ ἀκούετε καὶ οὐκ ἤκουσαν.	dico enim vobis quod multi prophetae et reges voluerunt videre quae vos videtis et non viderunt et audire quae auditis et non audierunt	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	false	false	deontic	volition				
 luke	lk10_24	b.LUK.10.24	θέλω	volo	λέγω γὰρ ὑμῖν ὅτι πολλοὶ προφῆται καὶ βασιλεῖς ἠθέλησαν ἰδεῖν ἃ ὑμεῖς βλέπετε καὶ οὐκ εἶδαν, καὶ ἀκοῦσαι ἃ ἀκούετε καὶ οὐκ ἤκουσαν.	dico enim vobis quod multi prophetae et reges voluerunt videre quae vos videtis et non viderunt et audire quae auditis et non audierunt	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	false	false	deontic	volition				
 luke	lk10_29	b.LUK.10.29	θέλω	volo	ὁ δὲ θέλων δικαιῶσαι ἑαυτὸν εἶπεν πρὸς τὸν Ἰησοῦν· καὶ τίς ἐστίν μου πλησίον;	ille autem volens iustificare se ipsum dixit ad Iesum et quis est meus proximus	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	false	deontic	intention				
 luke	lk10_42	b.LUK.10.42	χρεία	necessarius	ἑνὸς δέ ἐστιν χρεία · Μαριὰμ γὰρ τὴν ἀγαθὴν μερίδα ἐξελέξατο ἥτις οὐκ ἀφαιρεθήσεται αὐτῆς .	porro unum est necessarium Maria optimam partem elegit quae non auferetur ab ea	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	dynamic	necessity	situational			
 luke	lk11_07	b.LUK.11.7	δύναμαι	possum	κἀκεῖνος ἔσωθεν ἀποκριθεὶς εἴπῃ· μή μοι κόπους πάρεχε· ἤδη ἡ θύρα κέκλεισται καὶ τὰ παιδία μου μετ’ ἐμοῦ εἰς τὴν κοίτην εἰσίν· οὐ δύναμαι ἀναστὰς δοῦναί σοι .	et ille de intus respondens dicat noli mihi molestus esse iam ostium clausum est et pueri mei mecum sunt in cubili non possum surgere et dare tibi	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 luke	lk11_07	b.LUK.11.7	δύναμαι	possum	κἀκεῖνος ἔσωθεν ἀποκριθεὶς εἴπῃ· μή μοι κόπους πάρεχε· ἤδη ἡ θύρα κέκλεισται καὶ τὰ παιδία μου μετ’ ἐμοῦ εἰς τὴν κοίτην εἰσίν· οὐ δύναμαι ἀναστὰς δοῦναί σοι .	et ille de intus respondens dicat noli mihi molestus esse iam ostium clausum est et pueri mei mecum sunt in cubili non possum surgere et dare tibi	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 luke	lk11_42	b.LUK.11.42	δεῖ	oportet	ἀλλ’ οὐαὶ ὑμῖν τοῖς Φαρισαίοις, ὅτι ἀποδεκατοῦτε τὸ ἡδύοσμον καὶ τὸ πήγανον καὶ πᾶν λάχανον καὶ παρέρχεσθε τὴν κρίσιν καὶ τὴν ἀγάπην τοῦ θεοῦ· ταῦτα δὲ ἔδει ποιῆσαι κἀκεῖνα μὴ παρεῖναι .	sed vae vobis Pharisaeis quia decimatis mentam et rutam et omne holus et praeteritis iudicium et caritatem Dei haec autem oportuit facere et illa non omittere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	acceptability	absolutely necessary			se
 luke	lk11_42	b.LUK.11.42	δεῖ	oportet	ἀλλ’ οὐαὶ ὑμῖν τοῖς Φαρισαίοις, ὅτι ἀποδεκατοῦτε τὸ ἡδύοσμον καὶ τὸ πήγανον καὶ πᾶν λάχανον καὶ παρέρχεσθε τὴν κρίσιν καὶ τὴν ἀγάπην τοῦ θεοῦ· ταῦτα δὲ ἔδει ποιῆσαι κἀκεῖνα μὴ παρεῖναι .	sed vae vobis Pharisaeis quia decimatis mentam et rutam et omne holus et praeteritis iudicium et caritatem Dei haec autem oportuit facere et illa non omittere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	true	false	deontic	acceptability	absolutely necessary			se
 luke	lk11_46	b.LUK.11.46	τος	possum	ὁ δὲ εἶπεν· καὶ ὑμῖν τοῖς νομικοῖς οὐαί, ὅτι φορτίζετε τοὺς ἀνθρώπους φορτία δυσβάστακ τα , καὶ αὐτοὶ ἑνὶ τῶν δακτύλων ὑμῶν οὐ προσψαύετε τοῖς φορτίοις.	at ille ait et vobis legis peritis vae quia oneratis homines oneribus quae portari non possunt et ipsi uno digito vestro non tangitis sarcinas	false	false	non-interrogative	non-interrogative	affirmative	negative	true	false	false	false	dynamic	possibility	situational			sπ
 luke	lk12_12	b.LUK.12.12	δεῖ	oportet	τὸ γὰρ ἅγιον πνεῦμα διδάξει ὑμᾶς ἐν αὐτῇ τῇ ὥρᾳ ἃ δεῖ εἰπεῖν .	Spiritus enim Sanctus docebit vos in ipsa hora quae oporteat dicere	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	acceptability	absolutely necessary			
 luke	lk12_25	b.LUK.12.25	δύναμαι	possum	τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται ἐπὶ τὴν ἡλικίαν αὐτοῦ προσθεῖναι πῆχυν ;	quis autem vestrum cogitando potest adicere ad staturam suam cubitum unum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			s09
 luke	lk12_26	b.LUK.12.26	δύναμαι	possum	εἰ οὖν οὐδὲ ἐλάχιστον δύνασθε , τί περὶ τῶν λοιπῶν μεριμνᾶτε;	si ergo neque quod minimum est potestis quid de ceteris solliciti estis	false	false	non-interrogative	non-interrogative	negative	negative	false			false	dynamic	possibility	participant-inherent			
 luke	lk12_49	b.LUK.12.49	θέλω	volo	Πῦρ ἦλθον βαλεῖν ἐπὶ τὴν γῆν, καὶ τί θέλω εἰ ἤδη ἀνήφθη .	ignem veni mittere in terram et quid volo si accendatur	false	false	interrogative	interrogative	affirmative	affirmative	false			false	deontic	volition				
 luke	lk12_49	b.LUK.12.49	θέλω	volo	Πῦρ ἦλθον βαλεῖν ἐπὶ τὴν γῆν, καὶ τί θέλω εἰ ἤδη ἀνήφθη .	ignem veni mittere in terram et quid volo si accendatur	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 luke	lk12_50	b.LUK.12.50	ἔχω	habeo + inf.	βάπτισμα δὲ ἔχω βαπτισθῆναι , καὶ πῶς συνέχομαι ἕως ὅτου τελεσθῇ.	baptisma autem habeo baptizari et quomodo coartor usque dum perficiatur	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	ambiguous	true	false	dynamic	necessity	situational	inevitability		
 luke	lk13_11	b.LUK.13.11	δύναμαι	possum	καὶ ἰδοὺ γυνὴ πνεῦμα ἔχουσα ἀσθενείας ἔτη δεκαοκτὼ καὶ ἦν συγκύπτουσα καὶ μὴ δυναμένη ἀνακύψαι εἰς τὸ παντελές.	et ecce mulier quae habebat spiritum infirmitatis annis decem et octo et erat inclinata nec omnino poterat sursum respicere	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 luke	lk13_14	b.LUK.13.14	δεῖ	oportet	Ἀποκριθεὶς δὲ ὁ ἀρχισυνάγωγος, ἀγανακτῶν ὅτι τῷ σαββάτῳ ἐθεράπευσεν ὁ Ἰησοῦς, ἔλεγεν τῷ ὄχλῳ ὅτι ἓξ ἡμέραι εἰσὶν ἐν αἷς δεῖ ἐργάζεσθαι · ἐν αὐταῖς οὖν ἐρχόμενοι θεραπεύεσθε καὶ μὴ τῇ ἡμέρᾳ τοῦ σαββάτου.	respondens autem archisynagogus indignans quia sabbato curasset Iesus dicebat turbae sex dies sunt in quibus oportet operari in his ergo venite et curamini et non in die sabbati	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	authority	obligation			
 luke	lk13_16	b.LUK.13.16	δεῖ	oportet	ταύτην δὲ θυγατέρα Ἀβραὰμ οὖσαν, ἣν ἔδησεν ὁ σατανᾶς ἰδοὺ δέκα καὶ ὀκτὼ ἔτη, οὐκ ἔδει λυθῆναι ἀπὸ τοῦ δεσμοῦ τούτου τῇ ἡμέρᾳ τοῦ σαββάτου ;	hanc autem filiam Abrahae quam alligavit Satanas ecce decem et octo annis non oportuit solvi a vinculo isto die sabbati	false	false	interrogative	interrogative	negative	negative	true	true	true	true	deontic	authority	permission		rhetoric	
 luke	lk13_16	b.LUK.13.16	δεῖ	oportet	ταύτην δὲ θυγατέρα Ἀβραὰμ οὖσαν, ἣν ἔδησεν ὁ σατανᾶς ἰδοὺ δέκα καὶ ὀκτὼ ἔτη, οὐκ ἔδει λυθῆναι ἀπὸ τοῦ δεσμοῦ τούτου τῇ ἡμέρᾳ τοῦ σαββάτου ;	hanc autem filiam Abrahae quam alligavit Satanas ecce decem et octo annis non oportuit solvi a vinculo isto die sabbati	false	false	interrogative	interrogative	negative	negative	true	true	true	true	deontic	acceptability	absolutely necessary		rhetoric	
 luke	lk13_24	b.LUK.13.24	ἰσχύω	possum	ἀγωνίζεσθε εἰσελθεῖν διὰ τῆς στενῆς θύρας, ὅτι πολλοί , λέγω ὑμῖν, ζητήσουσιν εἰσελθεῖν καὶ οὐκ ἰσχύσουσιν { εἰσελθεῖν } .	contendite intrare per angustam portam quia multi dico vobis quaerunt intrare et non poterunt { intrare }	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	deontic	authority	permission			
